UID,FriendlyPointNameV2,FriendlyPointNameV3,LocationTag,EquipTag,PointTag,Category,Class
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 2-3-4.nvoBoxFlow.Present Value,BB VAV 02-03-04 ZoneAirflow,BB_VAV_02_03_04_ZoneAirflow,BB,VAV 02-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 2-3-5.nvoBoxFlow.Present Value,BB VAV 02-03-05 ZoneAirflow,BB_VAV_02_03_05_ZoneAirflow,BB,VAV 02-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 2-3-6.nvoBoxFlow.Present Value,BB VAV 02-03-06 ZoneAirflow,BB_VAV_02_03_06_ZoneAirflow,BB,VAV 02-03-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-1.nvoBoxFlow.Present Value,BB VAV 02-04-01 ZoneAirflow,BB_VAV_02_04_01_ZoneAirflow,BB,VAV 02-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-2.nvoBoxFlow.Present Value,BB VAV 02-04-02 ZoneAirflow,BB_VAV_02_04_02_ZoneAirflow,BB,VAV 02-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-3.nvoBoxFlow.Present Value,BB VAV 02-04-03 ZoneAirflow,BB_VAV_02_04_03_ZoneAirflow,BB,VAV 02-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-4.nvoBoxFlow.Present Value,BB VAV 02-04-04 ZoneAirflow,BB_VAV_02_04_04_ZoneAirflow,BB,VAV 02-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-5.nvoBoxFlow.Present Value,BB VAV 02-04-05 ZoneAirflow,BB_VAV_02_04_05_ZoneAirflow,BB,VAV 02-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 2-4-6.nvoBoxFlow.Present Value,BB VAV 02-04-06 ZoneAirflow,BB_VAV_02_04_06_ZoneAirflow,BB,VAV 02-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 2-5-1.nvoBoxFlow.Present Value,BB VAV 02-05-01 ZoneAirflow,BB_VAV_02_05_01_ZoneAirflow,BB,VAV 02-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 2-5-2.nvoBoxFlow.Present Value,BB VAV 02-05-02 ZoneAirflow,BB_VAV_02_05_02_ZoneAirflow,BB,VAV 02-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 2-5-3.nvoBoxFlow.Present Value,BB VAV 02-05-03 ZoneAirflow,BB_VAV_02_05_03_ZoneAirflow,BB,VAV 02-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 2-5-4.nvoBoxFlow.Present Value,BB VAV 02-05-04 ZoneAirflow,BB_VAV_02_05_04_ZoneAirflow,BB,VAV 02-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 2-5-5.nvoBoxFlow.Present Value,BB VAV 02-05-05 ZoneAirflow,BB_VAV_02_05_05_ZoneAirflow,BB,VAV 02-05-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-1.nvoBoxFlow.Present Value,BB VAV 02-06-01 ZoneAirflow,BB_VAV_02_06_01_ZoneAirflow,BB,VAV 02-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-2.nvoBoxFlow.Present Value,BB VAV 02-06-02 ZoneAirflow,BB_VAV_02_06_02_ZoneAirflow,BB,VAV 02-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-3.nvoBoxFlow.Present Value,BB VAV 02-06-03 ZoneAirflow,BB_VAV_02_06_03_ZoneAirflow,BB,VAV 02-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-4.nvoBoxFlow.Present Value,BB VAV 02-06-04 ZoneAirflow,BB_VAV_02_06_04_ZoneAirflow,BB,VAV 02-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-5.nvoBoxFlow.Present Value,BB VAV 02-06-05 ZoneAirflow,BB_VAV_02_06_05_ZoneAirflow,BB,VAV 02-06-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-6.nvoBoxFlow.Present Value,BB VAV 02-06-06 ZoneAirflow,BB_VAV_02_06_06_ZoneAirflow,BB,VAV 02-06-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-7.nvoBoxFlow.Present Value,BB VAV 02-06-07 ZoneAirflow,BB_VAV_02_06_07_ZoneAirflow,BB,VAV 02-06-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 2-6-8.nvoBoxFlow.Present Value,BB VAV 02-06-08 ZoneAirflow,BB_VAV_02_06_08_ZoneAirflow,BB,VAV 02-06-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-1.nvoBoxFlow.Present Value,BB VAV 03-02-01 ZoneAirflow,BB_VAV_03_02_01_ZoneAirflow,BB,VAV 03-02-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-2.nvoBoxFlow.Present Value,BB VAV 03-02-02 ZoneAirflow,BB_VAV_03_02_02_ZoneAirflow,BB,VAV 03-02-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-3.nvoBoxFlow.Present Value,BB VAV 03-02-03 ZoneAirflow,BB_VAV_03_02_03_ZoneAirflow,BB,VAV 03-02-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-4.nvoBoxFlow.Present Value,BB VAV 03-02-04 ZoneAirflow,BB_VAV_03_02_04_ZoneAirflow,BB,VAV 03-02-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-5.nvoBoxFlow.Present Value,BB VAV 03-02-05 ZoneAirflow,BB_VAV_03_02_05_ZoneAirflow,BB,VAV 03-02-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-6.nvoBoxFlow.Present Value,BB VAV 03-02-06 ZoneAirflow,BB_VAV_03_02_06_ZoneAirflow,BB,VAV 03-02-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-7.nvoBoxFlow.Present Value,BB VAV 03-02-07 ZoneAirflow,BB_VAV_03_02_07_ZoneAirflow,BB,VAV 03-02-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-8.nvoBoxFlow.Present Value,BB VAV 03-02-08 ZoneAirflow,BB_VAV_03_02_08_ZoneAirflow,BB,VAV 03-02-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-9.nvoBoxFlow.Present Value,BB VAV 03-02-09 ZoneAirflow,BB_VAV_03_02_09_ZoneAirflow,BB,VAV 03-02-09,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-1.nvoBoxFlow.Present Value,BB VAV 03-03-01 ZoneAirflow,BB_VAV_03_03_01_ZoneAirflow,BB,VAV 03-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-2.nvoBoxFlow.Present Value,BB VAV 03-03-02 ZoneAirflow,BB_VAV_03_03_02_ZoneAirflow,BB,VAV 03-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-3.nvoBoxFlow.Present Value,BB VAV 03-03-03 ZoneAirflow,BB_VAV_03_03_03_ZoneAirflow,BB,VAV 03-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-4.nvoBoxFlow.Present Value,BB VAV 03-03-04 ZoneAirflow,BB_VAV_03_03_04_ZoneAirflow,BB,VAV 03-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-1.nvoBoxFlow.Present Value,BB VAV 03-04-01 ZoneAirflow,BB_VAV_03_04_01_ZoneAirflow,BB,VAV 03-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-2.nvoBoxFlow.Present Value,BB VAV 03-04-02 ZoneAirflow,BB_VAV_03_04_02_ZoneAirflow,BB,VAV 03-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-3.nvoBoxFlow.Present Value,BB VAV 03-04-03 ZoneAirflow,BB_VAV_03_04_03_ZoneAirflow,BB,VAV 03-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-4.nvoBoxFlow.Present Value,BB VAV 03-04-04 ZoneAirflow,BB_VAV_03_04_04_ZoneAirflow,BB,VAV 03-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-1.nvoBoxFlow.Present Value,BB VAV 03-05-01 ZoneAirflow,BB_VAV_03_05_01_ZoneAirflow,BB,VAV 03-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-2.nvoBoxFlow.Present Value,BB VAV 03-05-02 ZoneAirflow,BB_VAV_03_05_02_ZoneAirflow,BB,VAV 03-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-3.nvoBoxFlow.Present Value,BB VAV 03-05-03 ZoneAirflow,BB_VAV_03_05_03_ZoneAirflow,BB,VAV 03-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-4.nvoBoxFlow.Present Value,BB VAV 03-05-04 ZoneAirflow,BB_VAV_03_05_04_ZoneAirflow,BB,VAV 03-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-1.nvoBoxFlow.Present Value,BB VAV 03-06-01 ZoneAirflow,BB_VAV_03_06_01_ZoneAirflow,BB,VAV 03-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-2.nvoBoxFlow.Present Value,BB VAV 03-06-02 ZoneAirflow,BB_VAV_03_06_02_ZoneAirflow,BB,VAV 03-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-3.nvoBoxFlow.Present Value,BB VAV 03-06-03 ZoneAirflow,BB_VAV_03_06_03_ZoneAirflow,BB,VAV 03-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-4.nvoBoxFlow.Present Value,BB VAV 03-06-04 ZoneAirflow,BB_VAV_03_06_04_ZoneAirflow,BB,VAV 03-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-5.nvoBoxFlow.Present Value,BB VAV 03-06-05 ZoneAirflow,BB_VAV_03_06_05_ZoneAirflow,BB,VAV 03-06-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-6.nvoBoxFlow.Present Value,BB VAV 03-06-06 ZoneAirflow,BB_VAV_03_06_06_ZoneAirflow,BB,VAV 03-06-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-1.nvoBoxFlow.Present Value,BB VAV 04-03-01 ZoneAirflow,BB_VAV_04_03_01_ZoneAirflow,BB,VAV 04-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-2.nvoBoxFlow.Present Value,BB VAV 04-03-02 ZoneAirflow,BB_VAV_04_03_02_ZoneAirflow,BB,VAV 04-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-3.nvoBoxFlow.Present Value,BB VAV 04-03-03 ZoneAirflow,BB_VAV_04_03_03_ZoneAirflow,BB,VAV 04-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-4.nvoBoxFlow.Present Value,BB VAV 04-03-04 ZoneAirflow,BB_VAV_04_03_04_ZoneAirflow,BB,VAV 04-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-5.nvoBoxFlow.Present Value,BB VAV 04-03-05 ZoneAirflow,BB_VAV_04_03_05_ZoneAirflow,BB,VAV 04-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-6.nvoBoxFlow.Present Value,BB VAV 04-03-06 ZoneAirflow,BB_VAV_04_03_06_ZoneAirflow,BB,VAV 04-03-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-1.nvoBoxFlow.Present Value,BB VAV 04-04-01 ZoneAirflow,BB_VAV_04_04_01_ZoneAirflow,BB,VAV 04-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-2.nvoBoxFlow.Present Value,BB VAV 04-04-02 ZoneAirflow,BB_VAV_04_04_02_ZoneAirflow,BB,VAV 04-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-3.nvoBoxFlow.Present Value,BB VAV 04-04-03 ZoneAirflow,BB_VAV_04_04_03_ZoneAirflow,BB,VAV 04-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-4.nvoBoxFlow.Present Value,BB VAV 04-04-04 ZoneAirflow,BB_VAV_04_04_04_ZoneAirflow,BB,VAV 04-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-5.nvoBoxFlow.Present Value,BB VAV 04-04-05 ZoneAirflow,BB_VAV_04_04_05_ZoneAirflow,BB,VAV 04-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-6.nvoBoxFlow.Present Value,BB VAV 04-04-06 ZoneAirflow,BB_VAV_04_04_06_ZoneAirflow,BB,VAV 04-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-1.nvoBoxFlow.Present Value,BB VAV 04-05-01 ZoneAirflow,BB_VAV_04_05_01_ZoneAirflow,BB,VAV 04-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-2.nvoBoxFlow.Present Value,BB VAV 04-05-02 ZoneAirflow,BB_VAV_04_05_02_ZoneAirflow,BB,VAV 04-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-3.nvoBoxFlow.Present Value,BB VAV 04-05-03 ZoneAirflow,BB_VAV_04_05_03_ZoneAirflow,BB,VAV 04-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-4.nvoBoxFlow.Present Value,BB VAV 04-05-04 ZoneAirflow,BB_VAV_04_05_04_ZoneAirflow,BB,VAV 04-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-5.nvoBoxFlow.Present Value,BB VAV 04-05-05 ZoneAirflow,BB_VAV_04_05_05_ZoneAirflow,BB,VAV 04-05-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-6.nvoBoxFlow.Present Value,BB VAV 04-05-06 ZoneAirflow,BB_VAV_04_05_06_ZoneAirflow,BB,VAV 04-05-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-7.nvoBoxFlow.Present Value,BB VAV 04-05-07 ZoneAirflow,BB_VAV_04_05_07_ZoneAirflow,BB,VAV 04-05-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-1.nvoBoxFlow.Present Value,BB VAV 04-06-01 ZoneAirflow,BB_VAV_04_06_01_ZoneAirflow,BB,VAV 04-06-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-2.nvoBoxFlow.Present Value,BB VAV 04-06-02 ZoneAirflow,BB_VAV_04_06_02_ZoneAirflow,BB,VAV 04-06-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-3.nvoBoxFlow.Present Value,BB VAV 04-06-03 ZoneAirflow,BB_VAV_04_06_03_ZoneAirflow,BB,VAV 04-06-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-4.nvoBoxFlow.Present Value,BB VAV 04-06-04 ZoneAirflow,BB_VAV_04_06_04_ZoneAirflow,BB,VAV 04-06-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-5.nvoBoxFlow.Present Value,BB VAV 04-06-05 ZoneAirflow,BB_VAV_04_06_05_ZoneAirflow,BB,VAV 04-06-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-6.nvoBoxFlow.Present Value,BB VAV 04-06-06 ZoneAirflow,BB_VAV_04_06_06_ZoneAirflow,BB,VAV 04-06-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-7.nvoBoxFlow.Present Value,BB VAV 04-06-07 ZoneAirflow,BB_VAV_04_06_07_ZoneAirflow,BB,VAV 04-06-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-8.nvoBoxFlow.Present Value,BB VAV 04-06-08 ZoneAirflow,BB_VAV_04_06_08_ZoneAirflow,BB,VAV 04-06-08,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-1.nvoBoxFlow.Present Value,BC VAV 05-03-01 ZoneAirflow,BC_VAV_05_03_01_ZoneAirflow,BC,VAV 05-03-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-2.nvoBoxFlow.Present Value,BC VAV 05-03-02 ZoneAirflow,BC_VAV_05_03_02_ZoneAirflow,BC,VAV 05-03-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-3.nvoBoxFlow.Present Value,BC VAV 05-03-03 ZoneAirflow,BC_VAV_05_03_03_ZoneAirflow,BC,VAV 05-03-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-4.nvoBoxFlow.Present Value,BC VAV 05-03-04 ZoneAirflow,BC_VAV_05_03_04_ZoneAirflow,BC,VAV 05-03-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-5.nvoBoxFlow.Present Value,BC VAV 05-03-05 ZoneAirflow,BC_VAV_05_03_05_ZoneAirflow,BC,VAV 05-03-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-1.nvoBoxFlow.Present Value,BC VAV 05-04-01 ZoneAirflow,BC_VAV_05_04_01_ZoneAirflow,BC,VAV 05-04-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-2.nvoBoxFlow.Present Value,BC VAV 05-04-02 ZoneAirflow,BC_VAV_05_04_02_ZoneAirflow,BC,VAV 05-04-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-3.nvoBoxFlow.Present Value,BC VAV 05-04-03 ZoneAirflow,BC_VAV_05_04_03_ZoneAirflow,BC,VAV 05-04-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-4.nvoBoxFlow.Present Value,BC VAV 05-04-04 ZoneAirflow,BC_VAV_05_04_04_ZoneAirflow,BC,VAV 05-04-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-5.nvoBoxFlow.Present Value,BC VAV 05-04-05 ZoneAirflow,BC_VAV_05_04_05_ZoneAirflow,BC,VAV 05-04-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-6.nvoBoxFlow.Present Value,BC VAV 05-04-06 ZoneAirflow,BC_VAV_05_04_06_ZoneAirflow,BC,VAV 05-04-06,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-7.nvoBoxFlow.Present Value,BC VAV 05-04-07 ZoneAirflow,BC_VAV_05_04_07_ZoneAirflow,BC,VAV 05-04-07,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-1.nvoBoxFlow.Present Value,BC VAV 05-05-01 ZoneAirflow,BC_VAV_05_05_01_ZoneAirflow,BC,VAV 05-05-01,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-2.nvoBoxFlow.Present Value,BC VAV 05-05-02 ZoneAirflow,BC_VAV_05_05_02_ZoneAirflow,BC,VAV 05-05-02,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-3.nvoBoxFlow.Present Value,BC VAV 05-05-03 ZoneAirflow,BC_VAV_05_05_03_ZoneAirflow,BC,VAV 05-05-03,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-4.nvoBoxFlow.Present Value,BC VAV 05-05-04 ZoneAirflow,BC_VAV_05_05_04_ZoneAirflow,BC,VAV 05-05-04,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-5.nvoBoxFlow.Present Value,BC VAV 05-05-05 ZoneAirflow,BC_VAV_05_05_05_ZoneAirflow,BC,VAV 05-05-05,ZoneAirflow,VAVZoneAirflow,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-6.nvoBoxFlow.Present Value,BC VAV 05-05-06 ZoneAirflow,BC_VAV_05_05_06_ZoneAirflow,BC,VAV 05-05-06,ZoneAirflow,VAVZoneAirflow,Analog
